label,task,model_alias,lambda,delta,normalized_loss,best_observed_loss,regret_vs_best_observed,sensitivity_cost_spread,best_delta,worst_delta
POST_HOC_NORMATIVE_REANALYSIS,mmlu,openai_gpt56_sol,0.1,0.75,0.15,0.113,0.03699999999999999,0.04379999999999999,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,openai_gpt56_sol,0.1,1.5,0.1568,0.113,0.04379999999999999,0.04379999999999999,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,openai_gpt56_sol,0.2,-1.5,0.136,0.136,0.0,0.027599999999999986,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,openai_gpt56_sol,0.2,-0.75,0.1412,0.136,0.005199999999999982,0.027599999999999986,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,openai_gpt56_sol,0.2,0.0,0.14479999999999998,0.136,0.008799999999999975,0.027599999999999986,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,openai_gpt56_sol,0.2,0.75,0.15799999999999997,0.136,0.021999999999999964,0.027599999999999986,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,openai_gpt56_sol,0.2,1.5,0.1636,0.136,0.027599999999999986,0.027599999999999986,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,openai_gpt56_sol,0.5,-1.5,0.20500000000000002,0.182,0.02300000000000002,0.02300000000000002,0.0,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,openai_gpt56_sol,0.5,-0.75,0.188,0.182,0.006000000000000005,0.02300000000000002,0.0,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,openai_gpt56_sol,0.5,0.0,0.182,0.182,0.0,0.02300000000000002,0.0,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,openai_gpt56_sol,0.5,0.75,0.182,0.182,0.0,0.02300000000000002,0.0,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,openai_gpt56_sol,0.5,1.5,0.184,0.182,0.0020000000000000018,0.02300000000000002,0.0,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,openai_gpt56_sol,1.0,-1.5,0.32,0.218,0.10200000000000001,0.10200000000000001,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,openai_gpt56_sol,1.0,-0.75,0.266,0.218,0.048000000000000015,0.10200000000000001,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,openai_gpt56_sol,1.0,0.0,0.244,0.218,0.025999999999999995,0.10200000000000001,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,openai_gpt56_sol,1.0,0.75,0.22199999999999998,0.218,0.003999999999999976,0.10200000000000001,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,openai_gpt56_sol,1.0,1.5,0.218,0.218,0.0,0.10200000000000001,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.001,-1.5,0.000916,0.000916,0.0,0.033688,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.001,-0.75,0.004852,0.000916,0.003936,0.033688,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.001,0.0,0.010794,0.000916,0.009878,0.033688,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.001,0.75,0.018699999999999998,0.000916,0.017783999999999998,0.033688,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.001,1.5,0.034604,0.000916,0.033688,0.033688,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.002,-1.5,0.001832,0.001832,0.0,0.033376,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.002,-0.75,0.005704,0.001832,0.0038719999999999996,0.033376,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.002,0.0,0.011588000000000001,0.001832,0.009756,0.033376,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.002,0.75,0.019399999999999997,0.001832,0.017567999999999997,0.033376,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.002,1.5,0.035208,0.001832,0.033376,0.033376,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.005,-1.5,0.00458,0.00458,0.0,0.032440000000000004,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.005,-0.75,0.00826,0.00458,0.00368,0.032440000000000004,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.005,0.0,0.01397,0.00458,0.009389999999999999,0.032440000000000004,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.005,0.75,0.0215,0.00458,0.016919999999999998,0.032440000000000004,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.005,1.5,0.037020000000000004,0.00458,0.032440000000000004,0.032440000000000004,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.01,-1.5,0.00916,0.00916,0.0,0.030880000000000005,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.01,-0.75,0.01252,0.00916,0.00336,0.030880000000000005,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.01,0.0,0.01794,0.00916,0.008780000000000001,0.030880000000000005,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.01,0.75,0.024999999999999998,0.00916,0.01584,0.030880000000000005,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.01,1.5,0.040040000000000006,0.00916,0.030880000000000005,0.030880000000000005,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.02,-1.5,0.01832,0.01832,0.0,0.027760000000000003,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.02,-0.75,0.02104,0.01832,0.00272,0.027760000000000003,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.02,0.0,0.02588,0.01832,0.007560000000000001,0.027760000000000003,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.02,0.75,0.032,0.01832,0.013680000000000001,0.027760000000000003,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.02,1.5,0.04608,0.01832,0.027760000000000003,0.027760000000000003,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.05,-1.5,0.04580000000000001,0.04580000000000001,0.0,0.0184,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.05,-0.75,0.0466,0.04580000000000001,0.0007999999999999952,0.0184,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.05,0.0,0.04970000000000001,0.04580000000000001,0.0039000000000000007,0.0184,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.05,0.75,0.05299999999999999,0.04580000000000001,0.007199999999999984,0.0184,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.05,1.5,0.06420000000000001,0.04580000000000001,0.0184,0.0184,-1.5,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.1,-1.5,0.09160000000000001,0.088,0.00360000000000002,0.006400000000000017,0.75,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.1,-0.75,0.0892,0.088,0.0012000000000000066,0.006400000000000017,0.75,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.1,0.0,0.08940000000000001,0.088,0.0014000000000000123,0.006400000000000017,0.75,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.1,0.75,0.088,0.088,0.0,0.006400000000000017,0.75,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.1,1.5,0.09440000000000001,0.088,0.006400000000000017,0.006400000000000017,0.75,1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.2,-1.5,0.18320000000000003,0.1548,0.028400000000000036,0.028400000000000036,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.2,-0.75,0.1744,0.1548,0.019600000000000006,0.028400000000000036,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.2,0.0,0.16880000000000003,0.1548,0.01400000000000004,0.028400000000000036,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.2,0.75,0.15799999999999997,0.1548,0.0031999999999999806,0.028400000000000036,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.2,1.5,0.1548,0.1548,0.0,0.028400000000000036,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.5,-1.5,0.458,0.33599999999999997,0.12200000000000005,0.12200000000000005,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.5,-0.75,0.43,0.33599999999999997,0.09400000000000003,0.12200000000000005,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.5,0.0,0.40700000000000003,0.33599999999999997,0.07100000000000006,0.12200000000000005,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.5,0.75,0.368,0.33599999999999997,0.03200000000000003,0.12200000000000005,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,0.5,1.5,0.33599999999999997,0.33599999999999997,0.0,0.12200000000000005,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,1.0,-1.5,0.916,0.638,0.278,0.278,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,1.0,-0.75,0.856,0.638,0.21799999999999997,0.278,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,1.0,0.0,0.804,0.638,0.16600000000000004,0.278,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,1.0,0.75,0.718,0.638,0.07999999999999996,0.278,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,mmlu,anthropic_sonnet5,1.0,1.5,0.638,0.638,0.0,0.278,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.001,-1.5,0.31145104895104897,0.29747552447552444,0.013975524475524526,0.059363636363636396,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.001,-0.75,0.3219230769230769,0.29747552447552444,0.02444755244755248,0.059363636363636396,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.001,0.0,0.29747552447552444,0.29747552447552444,0.0,0.059363636363636396,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.001,0.75,0.35683916083916084,0.29747552447552444,0.059363636363636396,0.059363636363636396,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.001,1.5,0.3568356643356644,0.29747552447552444,0.05936013986013994,0.059363636363636396,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.002,-1.5,0.31171328671328674,0.29774825174825176,0.013965034965034984,0.05928671328671331,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.002,-0.75,0.3221678321678322,0.29774825174825176,0.024419580419580422,0.05928671328671331,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.002,0.0,0.29774825174825176,0.29774825174825176,0.0,0.05928671328671331,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.002,0.75,0.35703496503496507,0.29774825174825176,0.05928671328671331,0.05928671328671331,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.002,1.5,0.35702797202797204,0.29774825174825176,0.05927972027972028,0.05928671328671331,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.005,-1.5,0.3125,0.29856643356643353,0.013933566433566469,0.05905594405594411,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.005,-0.75,0.3229020979020979,0.29856643356643353,0.024335664335664364,0.05905594405594411,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.005,0.0,0.29856643356643353,0.29856643356643353,0.0,0.05905594405594411,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.005,0.75,0.35762237762237764,0.29856643356643353,0.05905594405594411,0.05905594405594411,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.005,1.5,0.3576048951048951,0.29856643356643353,0.059038461538461595,0.05905594405594411,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.01,-1.5,0.3138111888111888,0.29993006993006993,0.01388111888111887,0.05867132867132868,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.01,-0.75,0.3241258741258741,0.29993006993006993,0.024195804195804194,0.05867132867132868,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.01,0.0,0.29993006993006993,0.29993006993006993,0.0,0.05867132867132868,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.01,0.75,0.3586013986013986,0.29993006993006993,0.05867132867132868,0.05867132867132868,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.01,1.5,0.3585664335664336,0.29993006993006993,0.05863636363636365,0.05867132867132868,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.02,-1.5,0.31643356643356646,0.3026573426573426,0.01377622377622384,0.05790209790209794,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.02,-0.75,0.3265734265734266,0.3026573426573426,0.023916083916083963,0.05790209790209794,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.02,0.0,0.3026573426573426,0.3026573426573426,0.0,0.05790209790209794,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.02,0.75,0.36055944055944056,0.3026573426573426,0.05790209790209794,0.05790209790209794,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.02,1.5,0.3604895104895105,0.3026573426573426,0.05783216783216788,0.05790209790209794,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.05,-1.5,0.3243006993006993,0.3108391608391608,0.013461538461538525,0.05559440559440565,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.05,-0.75,0.3339160839160839,0.3108391608391608,0.023076923076923106,0.05559440559440565,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.05,0.0,0.3108391608391608,0.3108391608391608,0.0,0.05559440559440565,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.05,0.75,0.36643356643356645,0.3108391608391608,0.05559440559440565,0.05559440559440565,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.05,1.5,0.3662587412587413,0.3108391608391608,0.055419580419580505,0.05559440559440565,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.1,-1.5,0.3374125874125874,0.32447552447552447,0.012937062937062926,0.05174825174825176,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.1,-0.75,0.34615384615384615,0.32447552447552447,0.021678321678321677,0.05174825174825176,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.1,0.0,0.32447552447552447,0.32447552447552447,0.0,0.05174825174825176,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.1,0.75,0.37622377622377623,0.32447552447552447,0.05174825174825176,0.05174825174825176,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.1,1.5,0.3758741258741259,0.32447552447552447,0.05139860139860142,0.05174825174825176,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.2,-1.5,0.36363636363636365,0.35174825174825175,0.011888111888111896,0.044055944055944096,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.2,-0.75,0.3706293706293706,0.35174825174825175,0.018881118881118875,0.044055944055944096,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.2,0.0,0.35174825174825175,0.35174825174825175,0.0,0.044055944055944096,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.2,0.75,0.39580419580419585,0.35174825174825175,0.044055944055944096,0.044055944055944096,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.2,1.5,0.3951048951048951,0.35174825174825175,0.043356643356643354,0.044055944055944096,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.5,-1.5,0.4423076923076923,0.43356643356643354,0.00874125874125875,0.020979020979021046,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.5,-0.75,0.44405594405594406,0.43356643356643354,0.010489510489510523,0.020979020979021046,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.5,0.0,0.43356643356643354,0.43356643356643354,0.0,0.020979020979021046,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.5,0.75,0.4545454545454546,0.43356643356643354,0.020979020979021046,0.020979020979021046,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.5,1.5,0.4527972027972028,0.43356643356643354,0.019230769230769273,0.020979020979021046,0.0,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,1.0,-1.5,0.5734265734265734,0.548951048951049,0.02447552447552448,0.02447552447552448,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,1.0,-0.75,0.5664335664335665,0.548951048951049,0.0174825174825175,0.02447552447552448,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,1.0,0.0,0.5699300699300699,0.548951048951049,0.020979020979020935,0.02447552447552448,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,1.0,0.75,0.5524475524475525,0.548951048951049,0.0034965034965035446,0.02447552447552448,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,1.0,1.5,0.548951048951049,0.548951048951049,0.0,0.02447552447552448,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.001,-1.5,0.0009965034965034964,0.0009965034965034964,0.0,0.01744055944055944,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.001,-0.75,0.004479020979020979,0.0009965034965034964,0.0034825174825174826,0.01744055944055944,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.001,0.0,0.014965034965034965,0.0009965034965034964,0.01396853146853147,0.01744055944055944,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.001,0.75,0.018437062937062938,0.0009965034965034964,0.01744055944055944,0.01744055944055944,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.001,1.5,0.01493006993006993,0.0009965034965034964,0.013933566433566434,0.01744055944055944,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.002,-1.5,0.001993006993006993,0.001993006993006993,0.0,0.0173986013986014,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.002,-0.75,0.005461538461538462,0.001993006993006993,0.0034685314685314692,0.0173986013986014,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.002,0.0,0.015944055944055943,0.001993006993006993,0.01395104895104895,0.0173986013986014,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.002,0.75,0.019391608391608393,0.001993006993006993,0.0173986013986014,0.0173986013986014,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.002,1.5,0.015874125874125875,0.001993006993006993,0.013881118881118882,0.0173986013986014,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.005,-1.5,0.004982517482517482,0.004982517482517482,0.0,0.017272727272727273,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.005,-0.75,0.00840909090909091,0.004982517482517482,0.0034265734265734272,0.017272727272727273,-1.5,0.75
