question_id,question_title,platform,contest_id,contest_date,difficulty,starter_code_present,n_public_tests,n_private_tests,source_file,eligible,exclusion_reason,errata,python_compatible,release
2784,power-of-heroes,leetcode,biweekly-contest-104,2023-05-13T00:00:00,hard,True,2,12,test.jsonl,1,,0,1,release_v6
2785,semi-ordered-permutation,leetcode,weekly-contest-348,2023-06-04T00:00:00,easy,True,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2786,find-the-longest-semi-repetitive-substring,leetcode,biweekly-contest-106,2023-06-10T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
2791,find-the-losers-of-the-circular-game,leetcode,weekly-contest-345,2023-05-14T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2792,neighboring-bitwise-xor,leetcode,weekly-contest-345,2023-05-14T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
2800,minimum-string-length-after-removing-substrings,leetcode,weekly-contest-346,2023-05-21T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2802,find-the-punishment-number-of-an-integer,leetcode,weekly-contest-346,2023-05-21T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2808,painting-the-walls,leetcode,weekly-contest-350,2023-06-18T00:00:00,hard,True,2,12,test.jsonl,1,,0,1,release_v6
2810,collecting-chocolates,leetcode,weekly-contest-349,2023-06-11T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2811,determine-the-minimum-sum-of-a-k-avoiding-array,leetcode,weekly-contest-359,2023-08-20T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2812,find-the-maximum-achievable-number,leetcode,weekly-contest-353,2023-07-09T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2816,lexicographically-smallest-palindrome,leetcode,weekly-contest-346,2023-05-21T00:00:00,easy,True,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2817,minimum-cost-to-make-all-characters-equal,leetcode,weekly-contest-347,2023-05-28T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2819,remove-trailing-zeros-from-a-string,leetcode,weekly-contest-347,2023-05-28T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2824,check-if-the-number-is-fascinating,leetcode,biweekly-contest-106,2023-06-10T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2825,minimize-string-length,leetcode,weekly-contest-348,2023-06-04T00:00:00,easy,True,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2827,greatest-common-divisor-traversal,leetcode,biweekly-contest-105,2023-05-27T00:00:00,hard,True,3,80,test.jsonl,1,,0,1,release_v6
2828,lexicographically-smallest-string-after-substring-operation,leetcode,weekly-contest-349,2023-06-11T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
2831,number-of-beautiful-pairs,leetcode,weekly-contest-351,2023-06-25T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2832,find-the-longest-equal-subarray,leetcode,weekly-contest-359,2023-08-20T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2833,count-zero-request-servers,leetcode,biweekly-contest-107,2023-06-24T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2834,relocate-marbles,leetcode,biweekly-contest-108,2023-07-08T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2837,minimum-operations-to-make-the-integer-zero,leetcode,weekly-contest-351,2023-06-25T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2839,maximum-sum-queries,leetcode,weekly-contest-349,2023-06-11T00:00:00,hard,True,3,12,test.jsonl,1,,0,1,release_v6
2844,sum-of-squares-of-special-elements,leetcode,weekly-contest-354,2023-07-16T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2845,find-the-value-of-the-partition,leetcode,weekly-contest-350,2023-06-18T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2847,find-maximum-number-of-string-pairs,leetcode,biweekly-contest-107,2023-06-24T00:00:00,easy,True,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2848,special-permutations,leetcode,weekly-contest-350,2023-06-18T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2849,sum-of-imbalance-numbers-of-all-subarrays,leetcode,weekly-contest-352,2023-07-02T00:00:00,hard,True,2,12,test.jsonl,1,,0,1,release_v6
2850,construct-the-longest-new-string,leetcode,biweekly-contest-107,2023-06-24T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2854,decremental-string-concatenation,leetcode,biweekly-contest-107,2023-06-24T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
2855,maximum-number-of-jumps-to-reach-the-last-index,leetcode,weekly-contest-353,2023-07-09T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
2856,count-complete-subarrays-in-an-array,leetcode,weekly-contest-356,2023-07-30T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2857,total-distance-traveled,leetcode,weekly-contest-350,2023-06-18T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2866,longest-even-odd-subarray-with-threshold,leetcode,weekly-contest-352,2023-07-02T00:00:00,easy,True,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2867,ways-to-split-array-into-good-subarrays,leetcode,weekly-contest-351,2023-06-25T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2868,continuous-subarrays,leetcode,weekly-contest-352,2023-07-02T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2869,longest-non-decreasing-subarray-from-two-arrays,leetcode,weekly-contest-353,2023-07-09T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
2870,longest-alternating-subarray,leetcode,biweekly-contest-108,2023-07-08T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2872,largest-element-in-an-array-after-merge-operations,leetcode,weekly-contest-355,2023-07-23T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2873,prime-pairs-with-target-sum,leetcode,weekly-contest-352,2023-07-02T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2876,number-of-employees-who-met-the-target,leetcode,weekly-contest-356,2023-07-30T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2877,shortest-string-that-contains-three-strings,leetcode,weekly-contest-356,2023-07-30T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2878,apply-operations-to-make-all-array-elements-equal-to-zero,leetcode,weekly-contest-353,2023-07-09T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2879,minimum-changes-to-make-k-semi-palindromes,leetcode,weekly-contest-368,2023-10-22T00:00:00,hard,True,3,12,test.jsonl,1,,0,1,release_v6
2881,split-strings-by-separator,leetcode,weekly-contest-355,2023-07-23T00:00:00,easy,True,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2882,ways-to-express-an-integer-as-sum-of-powers,leetcode,biweekly-contest-109,2023-07-22T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2883,partition-string-into-minimum-beautiful-substrings,leetcode,biweekly-contest-108,2023-07-08T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
2884,length-of-the-longest-valid-substring,leetcode,weekly-contest-354,2023-07-16T00:00:00,hard,True,2,12,test.jsonl,1,,0,1,release_v6
2886,faulty-keyboard,leetcode,weekly-contest-357,2023-08-06T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2887,sort-vowels-in-a-string,leetcode,biweekly-contest-109,2023-07-22T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2888,minimum-index-of-a-valid-split,leetcode,weekly-contest-354,2023-07-16T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
2891,maximum-beauty-of-an-array-after-applying-operation,leetcode,weekly-contest-354,2023-07-16T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2892,check-if-array-is-good,leetcode,biweekly-contest-109,2023-07-22T00:00:00,easy,True,4,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2893,visit-array-positions-to-maximize-score,leetcode,biweekly-contest-109,2023-07-22T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2902,max-pair-sum-in-an-array,leetcode,weekly-contest-358,2023-08-13T00:00:00,easy,True,2,69,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2915,count-of-interesting-subarrays,leetcode,weekly-contest-361,2023-09-03T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2916,check-if-it-is-possible-to-split-array,leetcode,weekly-contest-357,2023-08-06T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
2917,count-pairs-whose-sum-is-less-than-target,leetcode,biweekly-contest-111,2023-08-19T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2919,maximum-number-of-groups-with-increasing-length,leetcode,weekly-contest-355,2023-07-23T00:00:00,hard,True,3,12,test.jsonl,1,,0,1,release_v6
2920,minimum-seconds-to-equalize-a-circular-array,leetcode,biweekly-contest-110,2023-08-05T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
2921,count-stepping-numbers-in-range,leetcode,weekly-contest-356,2023-07-30T00:00:00,hard,True,2,12,test.jsonl,1,,0,1,release_v6
2952,minimum-time-to-make-array-sum-at-most-x,leetcode,biweekly-contest-110,2023-08-05T00:00:00,hard,True,2,12,test.jsonl,1,,0,1,release_v6
2953,count-pairs-of-points-with-distance-k,leetcode,biweekly-contest-113,2023-09-16T00:00:00,medium,True,2,100,test.jsonl,1,,0,1,release_v6
2954,maximum-sum-of-almost-unique-subarray,leetcode,biweekly-contest-112,2023-09-02T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
2955,account-balance-after-rounded-purchase,leetcode,biweekly-contest-110,2023-08-05T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2977,check-if-a-string-is-an-acronym-of-words,leetcode,weekly-contest-359,2023-08-20T00:00:00,easy,True,3,11,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2979,maximize-the-profit-as-the-salesman,leetcode,weekly-contest-359,2023-08-20T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
2998,count-symmetric-integers,leetcode,weekly-contest-361,2023-09-03T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
2999,check-if-strings-can-be-made-equal-with-operations-i,leetcode,biweekly-contest-112,2023-09-02T00:00:00,easy,True,2,10,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3000,minimum-absolute-difference-between-elements-with-constraint,leetcode,weekly-contest-358,2023-08-13T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3017,number-of-beautiful-integers-in-the-range,leetcode,biweekly-contest-111,2023-08-19T00:00:00,hard,True,3,12,test.jsonl,1,,0,1,release_v6
3018,make-string-a-subsequence-using-cyclic-increments,leetcode,biweekly-contest-111,2023-08-19T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3019,furthest-point-from-origin,leetcode,weekly-contest-360,2023-08-27T00:00:00,easy,True,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3024,string-transformation,leetcode,weekly-contest-362,2023-09-10T00:00:00,hard,True,2,12,test.jsonl,1,,0,1,release_v6
3025,minimum-operations-to-form-subsequence-with-target-sum,leetcode,weekly-contest-360,2023-08-27T00:00:00,hard,True,3,12,test.jsonl,1,,0,1,release_v6
3031,construct-product-matrix,leetcode,weekly-contest-367,2023-10-15T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
3032,maximize-value-of-function-in-a-ball-passing-game,leetcode,weekly-contest-360,2023-08-27T00:00:00,hard,True,2,12,test.jsonl,1,,0,1,release_v6
3033,apply-operations-to-make-two-strings-equal,leetcode,weekly-contest-366,2023-10-08T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
3034,points-that-intersect-with-cars,leetcode,weekly-contest-362,2023-09-10T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3044,minimum-operations-to-collect-elements,leetcode,biweekly-contest-114,2023-09-30T00:00:00,easy,True,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3045,minimum-right-shifts-to-sort-the-array,leetcode,biweekly-contest-113,2023-09-16T00:00:00,easy,True,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3046,minimum-operations-to-make-a-special-number,leetcode,weekly-contest-361,2023-09-03T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3047,maximum-element-sum-of-a-complete-subset-of-indices,leetcode,weekly-contest-363,2023-09-17T00:00:00,hard,True,2,12,test.jsonl,1,,0,1,release_v6
3055,maximum-odd-binary-number,leetcode,weekly-contest-364,2023-09-24T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3080,split-array-into-maximum-number-of-subarrays,leetcode,biweekly-contest-114,2023-09-30T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
3081,minimum-array-length-after-pair-removals,leetcode,biweekly-contest-113,2023-09-16T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3091,count-of-sub-multisets-with-bounded-sum,leetcode,biweekly-contest-115,2023-10-14T00:00:00,hard,True,3,12,test.jsonl,1,,0,1,release_v6
3093,sum-of-values-at-indices-with-k-set-bits,leetcode,weekly-contest-363,2023-09-17T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3094,minimum-number-of-operations-to-make-array-empty,leetcode,biweekly-contest-114,2023-09-30T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
3104,happy-students,leetcode,weekly-contest-363,2023-09-17T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
3106,length-of-the-longest-subsequence-that-sums-to-target,leetcode,biweekly-contest-116,2023-10-28T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3114,beautiful-towers-i,leetcode,weekly-contest-364,2023-09-24T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3141,minimum-size-subarray-in-infinite-array,leetcode,weekly-contest-365,2023-10-01T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3150,shortest-and-lexicographically-smallest-beautiful-string,leetcode,weekly-contest-367,2023-10-15T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3151,minimum-processing-time,leetcode,weekly-contest-366,2023-10-08T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
3153,apply-operations-on-array-to-maximize-sum-of-squares,leetcode,weekly-contest-366,2023-10-08T00:00:00,hard,True,2,12,test.jsonl,1,,0,1,release_v6
3154,maximum-value-of-an-ordered-triplet-i,leetcode,weekly-contest-365,2023-10-01T00:00:00,easy,True,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3163,subarrays-distinct-element-sum-of-squares-i,leetcode,biweekly-contest-116,2023-10-28T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3164,last-visited-integers,leetcode,biweekly-contest-115,2023-10-14T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3166,minimum-number-of-groups-to-create-a-valid-assignment,leetcode,weekly-contest-368,2023-10-22T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
3171,minimum-equal-sum-of-two-arrays-after-replacing-zeros,leetcode,weekly-contest-369,2023-10-29T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
3172,divisible-and-non-divisible-sums-difference,leetcode,weekly-contest-366,2023-10-08T00:00:00,easy,True,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3174,minimum-number-of-changes-to-make-binary-string-beautiful,leetcode,biweekly-contest-116,2023-10-28T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3176,minimum-sum-of-mountain-triplets-i,leetcode,weekly-contest-368,2023-10-22T00:00:00,easy,True,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3183,find-the-k-or-of-an-array,leetcode,weekly-contest-369,2023-10-29T00:00:00,easy,True,3,100,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3184,maximum-balanced-subsequence-sum,leetcode,weekly-contest-370,2023-11-05T00:00:00,hard,True,3,12,test.jsonl,1,,0,1,release_v6
3188,find-champion-i,leetcode,weekly-contest-370,2023-11-05T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3190,minimum-operations-to-maximize-last-elements-in-arrays,leetcode,weekly-contest-371,2023-11-12T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3192,maximum-xor-product,leetcode,weekly-contest-372,2023-11-18T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3193,maximum-strong-pair-xor-i,leetcode,weekly-contest-371,2023-11-12T00:00:00,easy,True,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3194,find-words-containing-character,leetcode,biweekly-contest-118,2023-11-25T00:00:00,easy,True,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3195,separate-black-and-white-balls,leetcode,weekly-contest-372,2023-11-18T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3196,apply-operations-to-maximize-frequency-score,leetcode,weekly-contest-376,2023-12-16T00:00:00,hard,True,2,12,test.jsonl,1,,0,1,release_v6
3199,distribute-candies-among-children-i,leetcode,biweekly-contest-117,2023-11-11T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3200,number-of-strings-which-can-be-rearranged-to-contain-substring,leetcode,biweekly-contest-117,2023-11-11T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
3203,palindrome-rearrangement-queries,leetcode,weekly-contest-378,2023-12-30T00:00:00,hard,True,3,12,test.jsonl,1,,0,1,release_v6
3206,find-common-elements-between-two-arrays,leetcode,biweekly-contest-119,2023-12-09T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3207,make-three-strings-equal,leetcode,weekly-contest-372,2023-11-18T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3209,minimum-number-of-coins-for-fruits,leetcode,biweekly-contest-118,2023-11-25T00:00:00,medium,True,2,100,test.jsonl,1,,0,1,release_v6
3210,count-beautiful-substrings-i,leetcode,weekly-contest-373,2023-11-25T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3211,find-maximum-non-decreasing-array-length,leetcode,biweekly-contest-118,2023-11-25T00:00:00,hard,True,3,12,test.jsonl,1,,0,1,release_v6
3212,count-the-number-of-good-partitions,leetcode,weekly-contest-375,2023-12-09T00:00:00,hard,True,3,12,test.jsonl,1,,0,1,release_v6
3213,count-subarrays-where-max-element-appears-at-least-k-times,leetcode,weekly-contest-375,2023-12-09T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
3219,make-lexicographically-smallest-array-by-swapping-elements,leetcode,weekly-contest-373,2023-11-25T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3220,count-tested-devices-after-test-operations,leetcode,weekly-contest-375,2023-12-09T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3221,find-the-peaks,leetcode,weekly-contest-374,2023-12-02T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3223,count-complete-substrings,leetcode,weekly-contest-374,2023-12-02T00:00:00,hard,True,2,12,test.jsonl,1,,0,1,release_v6
3224,count-the-number-of-infection-sequences,leetcode,weekly-contest-374,2023-12-02T00:00:00,hard,True,2,12,test.jsonl,1,,0,1,release_v6
3225,length-of-longest-subarray-with-at-most-k-frequency,leetcode,biweekly-contest-119,2023-12-09T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3226,minimum-number-game,leetcode,weekly-contest-377,2023-12-23T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3227,find-missing-and-repeated-values,leetcode,weekly-contest-376,2023-12-16T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3228,maximum-size-of-a-set-after-removals,leetcode,weekly-contest-379,2024-01-06T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3229,minimum-cost-to-make-array-equalindromic,leetcode,weekly-contest-376,2023-12-16T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3230,remove-adjacent-almost-equal-characters,leetcode,biweekly-contest-119,2023-12-09T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3231,minimum-number-of-coins-to-be-added,leetcode,weekly-contest-374,2023-12-02T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3233,maximize-the-number-of-partitions-after-operations,leetcode,weekly-contest-379,2024-01-06T00:00:00,hard,True,3,12,test.jsonl,1,,0,1,release_v6
3234,double-modular-exponentiation,leetcode,weekly-contest-375,2023-12-09T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
3235,minimum-cost-to-convert-string-i,leetcode,weekly-contest-377,2023-12-23T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3236,smallest-missing-integer-greater-than-sequential-prefix-sum,leetcode,biweekly-contest-121,2024-01-06T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3239,minimum-number-of-operations-to-make-x-and-y-equal,leetcode,biweekly-contest-121,2024-01-06T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3240,maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k,leetcode,weekly-contest-380,2024-01-13T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
3242,count-elements-with-maximum-frequency,leetcode,weekly-contest-380,2024-01-13T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3243,count-the-number-of-powerful-integers,leetcode,biweekly-contest-121,2024-01-06T00:00:00,hard,True,3,12,test.jsonl,1,,0,1,release_v6
3244,minimize-length-of-array-using-operations,leetcode,biweekly-contest-122,2024-01-20T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3245,find-beautiful-indices-in-the-given-array-i,leetcode,weekly-contest-380,2024-01-13T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
3246,check-if-bitwise-or-has-trailing-zeros,leetcode,weekly-contest-378,2023-12-30T00:00:00,easy,True,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3249,minimum-number-of-operations-to-make-array-xor-equal-to-k,leetcode,biweekly-contest-121,2024-01-06T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
3251,maximum-area-of-longest-diagonal-rectangle,leetcode,weekly-contest-379,2024-01-06T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3252,count-the-number-of-incremovable-subarrays-i,leetcode,biweekly-contest-120,2023-12-23T00:00:00,easy,True,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3261,minimize-or-of-remaining-elements-using-operations,leetcode,weekly-contest-382,2024-01-27T00:00:00,hard,True,3,12,test.jsonl,1,,0,1,release_v6
3262,find-polygon-with-the-largest-perimeter,leetcode,biweekly-contest-120,2023-12-23T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3263,divide-an-array-into-subarrays-with-minimum-cost-i,leetcode,biweekly-contest-122,2024-01-20T00:00:00,easy,True,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3265,maximum-good-subarray-sum,leetcode,biweekly-contest-123,2024-02-03T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3267,find-longest-special-substring-that-occurs-thrice-i,leetcode,weekly-contest-378,2023-12-30T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3269,number-of-subarrays-that-match-a-pattern-i,leetcode,weekly-contest-384,2024-02-10T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
3279,alice-and-bob-playing-flower-game,leetcode,weekly-contest-382,2024-01-27T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
3291,find-if-array-can-be-sorted,leetcode,biweekly-contest-122,2024-01-20T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3292,earliest-second-to-mark-indices-i,leetcode,weekly-contest-386,2024-02-24T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3297,minimum-time-to-revert-word-to-initial-state-i,leetcode,weekly-contest-383,2024-02-03T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3298,maximize-consecutive-elements-in-an-array-after-modification,leetcode,biweekly-contest-124,2024-02-17T00:00:00,hard,True,2,12,test.jsonl,1,,0,1,release_v6
