label,task,model_alias,score_condition,lambda,leakage_rate,verification_coverage,normalized_loss,regret_best_fixed,oracle_leakage,oracle_coverage,oracle_loss,regret_oracle,best_fixed_loss,error_rate
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.99,0.005,0.138,0.082,0.13841,0.11549000000000001,0.0,0.17,0.0008500000000000001,0.13756000000000002,0.02292,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,hidden,0.01,0.038,0.396,0.04196,,0.0,0.17,0.0017000000000000001,0.04026,0.025840000000000002,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,true_q_visible,0.01,0.12,0.124,0.12124,,0.0,0.17,0.0017000000000000001,0.11954000000000001,0.025840000000000002,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.70,0.01,0.02,0.584,0.025840000000000002,0.0,0.0,0.17,0.0017000000000000001,0.02414,0.025840000000000002,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.85,0.01,0.084,0.228,0.08628000000000001,0.06044000000000001,0.0,0.17,0.0017000000000000001,0.08458000000000002,0.025840000000000002,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.90,0.01,0.102,0.18,0.10379999999999999,0.07795999999999999,0.0,0.17,0.0017000000000000001,0.1021,0.025840000000000002,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.95,0.01,0.114,0.144,0.11544,0.0896,0.0,0.17,0.0017000000000000001,0.11374000000000001,0.025840000000000002,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.99,0.01,0.138,0.082,0.13882,0.11298,0.0,0.17,0.0017000000000000001,0.13712,0.025840000000000002,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,hidden,0.02,0.038,0.396,0.04592,,0.0,0.17,0.0034000000000000002,0.04252,0.03168,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,true_q_visible,0.02,0.12,0.124,0.12247999999999999,,0.0,0.17,0.0034000000000000002,0.11907999999999999,0.03168,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.70,0.02,0.02,0.584,0.03168,0.0,0.0,0.17,0.0034000000000000002,0.02828,0.03168,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.85,0.02,0.084,0.228,0.08856,0.05688,0.0,0.17,0.0034000000000000002,0.08516,0.03168,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.90,0.02,0.102,0.18,0.1056,0.07392,0.0,0.17,0.0034000000000000002,0.1022,0.03168,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.95,0.02,0.114,0.144,0.11688,0.0852,0.0,0.17,0.0034000000000000002,0.11348,0.03168,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.99,0.02,0.138,0.082,0.13964000000000001,0.10796000000000001,0.0,0.17,0.0034000000000000002,0.13624000000000003,0.03168,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,hidden,0.05,0.038,0.396,0.057800000000000004,,0.0,0.17,0.0085,0.049300000000000004,0.0492,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,true_q_visible,0.05,0.12,0.124,0.1262,,0.0,0.17,0.0085,0.1177,0.0492,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.70,0.05,0.02,0.584,0.0492,0.0,0.0,0.17,0.0085,0.0407,0.0492,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.85,0.05,0.084,0.228,0.09540000000000001,0.04620000000000001,0.0,0.17,0.0085,0.0869,0.0492,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.90,0.05,0.102,0.18,0.11099999999999999,0.06179999999999999,0.0,0.17,0.0085,0.10249999999999998,0.0492,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.95,0.05,0.114,0.144,0.1212,0.07200000000000001,0.0,0.17,0.0085,0.1127,0.0492,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.99,0.05,0.138,0.082,0.1421,0.09290000000000001,0.0,0.17,0.0085,0.1336,0.0492,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,hidden,0.1,0.038,0.396,0.0776,,0.0,0.17,0.017,0.0606,0.0784,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,true_q_visible,0.1,0.12,0.124,0.1324,,0.0,0.17,0.017,0.11539999999999999,0.0784,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.70,0.1,0.02,0.584,0.0784,0.0,0.0,0.17,0.017,0.061399999999999996,0.0784,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.85,0.1,0.084,0.228,0.1068,0.02840000000000001,0.0,0.17,0.017,0.0898,0.0784,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.90,0.1,0.102,0.18,0.12,0.0416,0.0,0.17,0.017,0.103,0.0784,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.95,0.1,0.114,0.144,0.12840000000000001,0.05000000000000002,0.0,0.17,0.017,0.11140000000000001,0.0784,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.99,0.1,0.138,0.082,0.14620000000000002,0.06780000000000003,0.0,0.17,0.017,0.12920000000000004,0.0784,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,hidden,0.2,0.038,0.396,0.1172,,0.0,0.17,0.034,0.0832,0.1296,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,true_q_visible,0.2,0.12,0.124,0.14479999999999998,,0.0,0.17,0.034,0.11079999999999998,0.1296,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.70,0.2,0.02,0.584,0.1368,0.007200000000000012,0.0,0.17,0.034,0.1028,0.1296,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.85,0.2,0.084,0.228,0.1296,0.0,0.0,0.17,0.034,0.09559999999999999,0.1296,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.90,0.2,0.102,0.18,0.13799999999999998,0.00839999999999999,0.0,0.17,0.034,0.10399999999999998,0.1296,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.95,0.2,0.114,0.144,0.1428,0.013200000000000017,0.0,0.17,0.034,0.10880000000000001,0.1296,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.99,0.2,0.138,0.082,0.1544,0.024800000000000016,0.0,0.17,0.034,0.12040000000000001,0.1296,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,hidden,0.5,0.038,0.396,0.23600000000000002,,0.0,0.17,0.085,0.15100000000000002,0.17900000000000002,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,true_q_visible,0.5,0.12,0.124,0.182,,0.0,0.17,0.085,0.09699999999999999,0.17900000000000002,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.70,0.5,0.02,0.584,0.312,0.13299999999999998,0.0,0.17,0.085,0.22699999999999998,0.17900000000000002,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.85,0.5,0.084,0.228,0.198,0.01899999999999999,0.0,0.17,0.085,0.113,0.17900000000000002,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.90,0.5,0.102,0.18,0.192,0.012999999999999984,0.0,0.17,0.085,0.107,0.17900000000000002,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.95,0.5,0.114,0.144,0.186,0.0069999999999999785,0.0,0.17,0.085,0.10099999999999999,0.17900000000000002,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.99,0.5,0.138,0.082,0.17900000000000002,0.0,0.0,0.17,0.085,0.09400000000000001,0.17900000000000002,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,hidden,1.0,0.038,0.396,0.434,,0.17,0.0,0.17,0.264,0.22000000000000003,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,true_q_visible,1.0,0.12,0.124,0.244,,0.17,0.0,0.17,0.07399999999999998,0.22000000000000003,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.70,1.0,0.02,0.584,0.604,0.38399999999999995,0.17,0.0,0.17,0.43399999999999994,0.22000000000000003,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.85,1.0,0.084,0.228,0.312,0.09199999999999997,0.17,0.0,0.17,0.142,0.22000000000000003,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.90,1.0,0.102,0.18,0.282,0.061999999999999944,0.17,0.0,0.17,0.11199999999999996,0.22000000000000003,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.95,1.0,0.114,0.144,0.258,0.03799999999999998,0.17,0.0,0.17,0.088,0.22000000000000003,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,displayed_0.99,1.0,0.138,0.082,0.22000000000000003,0.0,0.17,0.0,0.17,0.05000000000000002,0.22000000000000003,0.17
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,hidden,0.001,0.028,0.654,0.028654,,0.0,0.242,0.000242,0.028412,0.000924,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,true_q_visible,0.001,0.01,0.794,0.010794,,0.0,0.242,0.000242,0.010552,0.000924,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.70,0.001,0.0,0.924,0.000924,0.0,0.0,0.242,0.000242,0.000682,0.000924,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.85,0.001,0.012,0.8,0.0128,0.011876000000000001,0.0,0.242,0.000242,0.012558000000000001,0.000924,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.90,0.001,0.014,0.776,0.014776000000000001,0.013852000000000001,0.0,0.242,0.000242,0.014534000000000002,0.000924,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.95,0.001,0.024,0.646,0.024646,0.023722,0.0,0.242,0.000242,0.024404000000000002,0.000924,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.99,0.001,0.038,0.57,0.03857,0.037646,0.0,0.242,0.000242,0.038328,0.000924,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,hidden,0.002,0.028,0.654,0.029308,,0.0,0.242,0.000484,0.028824000000000002,0.001848,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,true_q_visible,0.002,0.01,0.794,0.011588000000000001,,0.0,0.242,0.000484,0.011104000000000001,0.001848,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.70,0.002,0.0,0.924,0.001848,0.0,0.0,0.242,0.000484,0.001364,0.001848,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.85,0.002,0.012,0.8,0.013600000000000001,0.011752,0.0,0.242,0.000484,0.013116000000000001,0.001848,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.90,0.002,0.014,0.776,0.015552,0.013704,0.0,0.242,0.000484,0.015068,0.001848,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.95,0.002,0.024,0.646,0.025292000000000002,0.023444000000000003,0.0,0.242,0.000484,0.024808000000000004,0.001848,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.99,0.002,0.038,0.57,0.03914,0.037292,0.0,0.242,0.000484,0.038656,0.001848,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,hidden,0.005,0.028,0.654,0.03127,,0.0,0.242,0.00121,0.03006,0.00462,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,true_q_visible,0.005,0.01,0.794,0.01397,,0.0,0.242,0.00121,0.01276,0.00462,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.70,0.005,0.0,0.924,0.00462,0.0,0.0,0.242,0.00121,0.00341,0.00462,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.85,0.005,0.012,0.8,0.016,0.011380000000000001,0.0,0.242,0.00121,0.014790000000000001,0.00462,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.90,0.005,0.014,0.776,0.01788,0.013260000000000001,0.0,0.242,0.00121,0.01667,0.00462,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.95,0.005,0.024,0.646,0.02723,0.02261,0.0,0.242,0.00121,0.02602,0.00462,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.99,0.005,0.038,0.57,0.04085,0.03623,0.0,0.242,0.00121,0.039639999999999995,0.00462,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,hidden,0.01,0.028,0.654,0.03454,,0.0,0.242,0.00242,0.03212,0.00924,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,true_q_visible,0.01,0.01,0.794,0.01794,,0.0,0.242,0.00242,0.01552,0.00924,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.70,0.01,0.0,0.924,0.00924,0.0,0.0,0.242,0.00242,0.00682,0.00924,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.85,0.01,0.012,0.8,0.02,0.01076,0.0,0.242,0.00242,0.017580000000000002,0.00924,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.90,0.01,0.014,0.776,0.02176,0.012520000000000002,0.0,0.242,0.00242,0.019340000000000003,0.00924,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.95,0.01,0.024,0.646,0.03046,0.021220000000000003,0.0,0.242,0.00242,0.028040000000000002,0.00924,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.99,0.01,0.038,0.57,0.043699999999999996,0.03446,0.0,0.242,0.00242,0.04128,0.00924,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,hidden,0.02,0.028,0.654,0.041080000000000005,,0.0,0.242,0.00484,0.03624000000000001,0.01848,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,true_q_visible,0.02,0.01,0.794,0.02588,,0.0,0.242,0.00484,0.02104,0.01848,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.70,0.02,0.0,0.924,0.01848,0.0,0.0,0.242,0.00484,0.01364,0.01848,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.85,0.02,0.012,0.8,0.028,0.00952,0.0,0.242,0.00484,0.02316,0.01848,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.90,0.02,0.014,0.776,0.02952,0.011040000000000001,0.0,0.242,0.00484,0.02468,0.01848,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.95,0.02,0.024,0.646,0.03692,0.01844,0.0,0.242,0.00484,0.032080000000000004,0.01848,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.99,0.02,0.038,0.57,0.0494,0.03092,0.0,0.242,0.00484,0.04456,0.01848,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,hidden,0.05,0.028,0.654,0.060700000000000004,,0.0,0.242,0.0121,0.048600000000000004,0.046200000000000005,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,true_q_visible,0.05,0.01,0.794,0.04970000000000001,,0.0,0.242,0.0121,0.03760000000000001,0.046200000000000005,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.70,0.05,0.0,0.924,0.046200000000000005,0.0,0.0,0.242,0.0121,0.034100000000000005,0.046200000000000005,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.85,0.05,0.012,0.8,0.052000000000000005,0.0058,0.0,0.242,0.0121,0.039900000000000005,0.046200000000000005,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.90,0.05,0.014,0.776,0.0528,0.006599999999999995,0.0,0.242,0.0121,0.0407,0.046200000000000005,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.95,0.05,0.024,0.646,0.0563,0.010099999999999998,0.0,0.242,0.0121,0.0442,0.046200000000000005,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.99,0.05,0.038,0.57,0.0665,0.0203,0.0,0.242,0.0121,0.054400000000000004,0.046200000000000005,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,hidden,0.1,0.028,0.654,0.0934,,0.0,0.242,0.0242,0.0692,0.08860000000000001,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,true_q_visible,0.1,0.01,0.794,0.08940000000000001,,0.0,0.242,0.0242,0.06520000000000001,0.08860000000000001,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.70,0.1,0.0,0.924,0.09240000000000001,0.003799999999999998,0.0,0.242,0.0242,0.06820000000000001,0.08860000000000001,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.85,0.1,0.012,0.8,0.09200000000000001,0.0034000000000000002,0.0,0.242,0.0242,0.06780000000000001,0.08860000000000001,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.90,0.1,0.014,0.776,0.0916,0.002999999999999989,0.0,0.242,0.0242,0.0674,0.08860000000000001,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.95,0.1,0.024,0.646,0.08860000000000001,0.0,0.0,0.242,0.0242,0.06440000000000001,0.08860000000000001,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.99,0.1,0.038,0.57,0.095,0.006399999999999989,0.0,0.242,0.0242,0.0708,0.08860000000000001,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,hidden,0.2,0.028,0.654,0.1588,,0.0,0.242,0.0484,0.1104,0.152,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,true_q_visible,0.2,0.01,0.794,0.16880000000000003,,0.0,0.242,0.0484,0.12040000000000003,0.152,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.70,0.2,0.0,0.924,0.18480000000000002,0.032800000000000024,0.0,0.242,0.0484,0.13640000000000002,0.152,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.85,0.2,0.012,0.8,0.17200000000000004,0.020000000000000046,0.0,0.242,0.0484,0.12360000000000004,0.152,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.90,0.2,0.014,0.776,0.16920000000000002,0.01720000000000002,0.0,0.242,0.0484,0.12080000000000002,0.152,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.95,0.2,0.024,0.646,0.1532,0.0012000000000000066,0.0,0.242,0.0484,0.1048,0.152,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.99,0.2,0.038,0.57,0.152,0.0,0.0,0.242,0.0484,0.1036,0.152,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,hidden,0.5,0.028,0.654,0.35500000000000004,,0.0,0.242,0.121,0.23400000000000004,0.32299999999999995,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,true_q_visible,0.5,0.01,0.794,0.40700000000000003,,0.0,0.242,0.121,0.28600000000000003,0.32299999999999995,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.70,0.5,0.0,0.924,0.462,0.13900000000000007,0.0,0.242,0.121,0.341,0.32299999999999995,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.85,0.5,0.012,0.8,0.41200000000000003,0.08900000000000008,0.0,0.242,0.121,0.29100000000000004,0.32299999999999995,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.90,0.5,0.014,0.776,0.402,0.07900000000000007,0.0,0.242,0.121,0.281,0.32299999999999995,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.95,0.5,0.024,0.646,0.34700000000000003,0.024000000000000077,0.0,0.242,0.121,0.22600000000000003,0.32299999999999995,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.99,0.5,0.038,0.57,0.32299999999999995,0.0,0.0,0.242,0.121,0.20199999999999996,0.32299999999999995,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,hidden,1.0,0.028,0.654,0.682,,0.242,0.0,0.242,0.44000000000000006,0.608,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,true_q_visible,1.0,0.01,0.794,0.804,,0.242,0.0,0.242,0.562,0.608,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.70,1.0,0.0,0.924,0.924,0.31600000000000006,0.242,0.0,0.242,0.682,0.608,0.242
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,displayed_0.85,1.0,0.012,0.8,0.812,0.20400000000000007,0.242,0.0,0.242,0.5700000000000001,0.608,0.242
