label,task,model_alias,brier,ece,mean_q1_incorrect,mean_q1_correct,bin,lo,hi,n,mean_q1,emp_acc,abs_gap
POST_HOC_SYSTEMS_REANALYSIS,code,anthropic_sonnet5,0.22693181818181815,0.16569930069930067,0.33,0.6661788617886178,0,0.0,0.1,87,0.026666666666666665,0.12643678160919541,0.09977011494252874
POST_HOC_SYSTEMS_REANALYSIS,code,anthropic_sonnet5,0.22693181818181815,0.16569930069930067,0.33,0.6661788617886178,1,0.1,0.2,23,0.1260869565217391,0.30434782608695654,0.17826086956521744
POST_HOC_SYSTEMS_REANALYSIS,code,anthropic_sonnet5,0.22693181818181815,0.16569930069930067,0.33,0.6661788617886178,2,0.2,0.30000000000000004,20,0.2225,0.45,0.2275
POST_HOC_SYSTEMS_REANALYSIS,code,anthropic_sonnet5,0.22693181818181815,0.16569930069930067,0.33,0.6661788617886178,3,0.30000000000000004,0.4,0,nan,nan,nan
POST_HOC_SYSTEMS_REANALYSIS,code,anthropic_sonnet5,0.22693181818181815,0.16569930069930067,0.33,0.6661788617886178,4,0.4,0.5,0,nan,nan,nan
POST_HOC_SYSTEMS_REANALYSIS,code,anthropic_sonnet5,0.22693181818181815,0.16569930069930067,0.33,0.6661788617886178,5,0.5,0.6000000000000001,21,0.569047619047619,0.5238095238095238,0.04523809523809519
POST_HOC_SYSTEMS_REANALYSIS,code,anthropic_sonnet5,0.22693181818181815,0.16569930069930067,0.33,0.6661788617886178,6,0.6000000000000001,0.7000000000000001,14,0.6535714285714287,0.5714285714285714,0.0821428571428573
POST_HOC_SYSTEMS_REANALYSIS,code,anthropic_sonnet5,0.22693181818181815,0.16569930069930067,0.33,0.6661788617886178,7,0.7000000000000001,0.8,17,0.7464705882352941,0.5882352941176471,0.15823529411764703
POST_HOC_SYSTEMS_REANALYSIS,code,anthropic_sonnet5,0.22693181818181815,0.16569930069930067,0.33,0.6661788617886178,8,0.8,0.9,42,0.8452380952380952,0.5476190476190477,0.29761904761904756
POST_HOC_SYSTEMS_REANALYSIS,code,anthropic_sonnet5,0.22693181818181815,0.16569930069930067,0.33,0.6661788617886178,9,0.9,1.0,62,0.9156451612903225,0.7096774193548387,0.20596774193548373
